,Unnamed: 0,Number,IncidentAddress,Street,Town,State,Zip,IncidentLatitude,IncidentLongitude,Coordinates,BlockGroup
11468,47754,2018-00012009,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11469,51609,2019-00001619,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11470,51898,2019-00001744,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11471,52795,2019-00002154,301 15TH Northwest 1006 Charlottesville VA 22903,301 15TH Northwest 1006,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11472,53092,2019-00002306,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11473,53681,2019-00002584,301 15TH Northwest 1006 Charlottesville VA 22903,301 15TH Northwest 1006,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11474,59471,2019-00005397,301 15TH Northwest 1006 Charlottesville VA 22903,301 15TH Northwest 1006,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11475,60912,2019-00006040,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11476,62323,2019-00006656,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11477,62335,2019-00006661,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11478,62955,2019-00006969,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11479,64379,2019-00007616,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11480,65365,2019-00008133,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11481,68044,2019-00009432,301 15TH Northwest 3013 Charlottesville VA 22903,301 15TH Northwest 3013,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11482,76877,2020-00001397,301 15TH Northwest 3004 Charlottesville VA 22903,301 15TH Northwest 3004,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11483,78029,2020-00001917,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11484,84960,2020-00005156,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11485,86329,2020-00005804,301 15TH Northwest 1006 Charlottesville VA 22903,301 15TH Northwest 1006,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11486,87893,2020-00006512,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11487,95476,2020-00010044,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11488,96713,2021-00000237,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11489,97488,2021-00000587,301 15TH Northwest 1006 Charlottesville VA 22903,301 15TH Northwest 1006,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11490,98941,2021-00001257,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11491,99034,2021-00001289,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11492,99619,2021-00001562,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11493,100075,2021-00001773,301 15TH Northwest 1006 Charlottesville VA 22903,301 15TH Northwest 1006,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11494,100093,2021-00001777,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11495,103549,2021-00003197,301 15TH Northwest 4047 Charlottesville VA 22903,301 15TH Northwest 4047,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11496,104187,2021-00003436,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11497,106460,2021-00004606,301 15TH Northwest 2009 Charlottesville VA 22903,301 15TH Northwest 2009,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11498,107110,2021-00004896,301 15TH Northwest Charlottesville VA 22903,301 15TH Northwest,Charlottesville,VA,22903,38.037247,-78.499539,"(38.037247, -78.499539)",515400002023005
11499,20336,2017-00010349,901 AVON Charlottesville VA 22902,901 AVON,Charlottesville,VA,22902,38.022802,-78.480355,"(38.022802, -78.480355)",515400004011020
11500,50405,2019-00001050,901 AVON Charlottesville VA 22902,901 AVON,Charlottesville,VA,22902,38.022802,-78.480355,"(38.022802, -78.480355)",515400004011020
11501,20338,2017-00010351,122 BRANDYWINE Charlottesville VA 22901,122 BRANDYWINE,Charlottesville,VA,22901,38.057001,-78.487139,"(38.057001, -78.487139)",515400008003004
11502,37375,2018-00007047,120 Brandywine City of Charlottesville VA 22901,120 Brandywine City of,Charlottesville,VA,22901,38.057001,-78.487139,"(38.057001, -78.487139)",515400008003004
11503,48998,2019-00000400,130 BRANDYWINE Charlottesville VA 22901,130 BRANDYWINE,Charlottesville,VA,22901,38.057001,-78.487139,"(38.057001, -78.487139)",515400008003004
11504,87686,2020-00006403,130 BRANDYWINE Charlottesville VA 22901,130 BRANDYWINE,Charlottesville,VA,22901,38.057001,-78.487139,"(38.057001, -78.487139)",515400008003004
11505,20342,2017-00010353,1205 KING Charlottesville VA 22903,1205 KING,Charlottesville,VA,22903,38.028389,-78.500721,"(38.028389, -78.500721)",515400005012002
11506,43583,2018-00010011,1205 KING Charlottesville VA 22903,1205 KING,Charlottesville,VA,22903,38.028389,-78.500721,"(38.028389, -78.500721)",515400005012002
11507,45934,2018-00011097,1205 KING Charlottesville VA 22903,1205 KING,Charlottesville,VA,22903,38.028389,-78.500721,"(38.028389, -78.500721)",515400005012002
11508,20365,2017-00010363,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11509,23035,2017-00011713,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11510,23323,2017-00011815,1417 SHORT 18TH B Charlottesville VA 22902,1417 SHORT 18TH B,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11511,24837,2018-00000444,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11512,25085,2018-00000577,1417 Short 18th Charlottesville VA 22902,1417 Short 18th,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11513,26059,2018-00001094,1417 SHORT 18TH B Charlottesville VA 22902,1417 SHORT 18TH B,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11514,26649,2018-00001409,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11515,28005,2018-00002213,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11516,28095,2018-00002244,1417 SHORT 18TH B Charlottesville VA 22902,1417 SHORT 18TH B,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11517,28879,2018-00002661,1417 Short 18th A Charlottesville VA 22902,1417 Short 18th A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11518,31113,2018-00003917,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11519,31327,2018-00004034,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11520,32006,2018-00004395,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11521,47701,2018-00011978,1417 SHORT 18TH Charlottesville VA 22902,1417 SHORT 18TH,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11522,61337,2019-00006209,1417 SHORT 18TH Charlottesville VA 22902,1417 SHORT 18TH,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11523,85677,2020-00005513,1417 SHORT 18TH B Charlottesville VA 22902,1417 SHORT 18TH B,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)",515400003022005
11524,20404,2017-00010386,1630 ST ANNES Charlottesville VA 22901,1630 ST ANNES,Charlottesville,VA,22901,38.058136,-78.481916,"(38.058136, -78.481916)",515400008003005
11525,20450,2017-00010406,1310 CARLTON G Charlottesville VA 22902,1310 CARLTON G,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11526,23556,2017-00011932,1310 CARLTON G Charlottesville VA 22902,1310 CARLTON G,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11527,57578,2019-00004548,1308 CARLTON 103 Charlottesville VA 22902,1308 CARLTON 103,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11528,63894,2019-00007435,1308 CARLTON 103 Charlottesville VA 22902,1308 CARLTON 103,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11529,69145,2019-00009860,1308 CARLTON Charlottesville VA 22902,1308 CARLTON,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11530,71774,2019-00011015,1308 CARLTON 103 Charlottesville VA 22902,1308 CARLTON 103,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11531,101074,2021-00002220,1308 CARLTON 103 Charlottesville VA 22902,1308 CARLTON 103,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11532,104020,2021-00003367,1308 CARLTON 103 Charlottesville VA 22902,1308 CARLTON 103,Charlottesville,VA,22902,38.021778,-78.46871,"(38.021778, -78.46871)",515400004023001
11533,20454,2017-00010407,2318 STADIUM Charlottesville VA 22903,2318 STADIUM,Charlottesville,VA,22903,38.028352,-78.518433,"(38.028352, -78.518433)",515400006002003
11534,20462,2017-00010416,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11535,28307,2018-00002375,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11536,46645,2018-00011472,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11537,52915,2019-00002200,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11538,60550,2019-00005885,398 OLD LYNCHBURG Charlottesville VA 22903,398 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11539,62618,2019-00006780,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11540,69415,2019-00009967,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11541,79787,2020-00002752,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11542,92198,2020-00008523,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11543,99438,2021-00001480,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11544,107334,2021-00005005,304 OLD LYNCHBURG Charlottesville VA 22903,304 OLD LYNCHBURG,Charlottesville,VA,22903,38.012717,-78.516599,"(38.012717, -78.516599)",515400005024003
11545,20470,2017-00010421,2328 PEYTON Charlottesville VA 22901,2328 PEYTON,Charlottesville,VA,22901,38.073026,-78.492246,"(38.073026, -78.492246)",510030107003000
11546,20493,2017-00010427,1000 BIRDWOOD Charlottesville VA 22903,1000 BIRDWOOD,Charlottesville,VA,22903,38.043,-78.478803,"(38.043, -78.478803)",515400010002002
11547,29415,2018-00002935,1000 BIRDWOOD Charlottesville VA 22903,1000 BIRDWOOD,Charlottesville,VA,22903,38.043,-78.478803,"(38.043, -78.478803)",515400010002002
11548,20500,2017-00010429,545 RAY C HUNT Charlottesville VA 22903,545 RAY C HUNT,Charlottesville,VA,22903,38.02493,-78.525039,"(38.02493, -78.525039)",510030112021002
11549,52228,2019-00001905,545 RAY C HUNT Charlottesville VA 22903,545 RAY C HUNT,Charlottesville,VA,22903,38.02493,-78.525039,"(38.02493, -78.525039)",510030112021002
11550,67693,2019-00009262,545 RAY C HUNT 140 Charlottesville VA 22903,545 RAY C HUNT 140,Charlottesville,VA,22903,38.02493,-78.525039,"(38.02493, -78.525039)",510030112021002
11551,101755,2021-00002483,545 RAY C HUNT Charlottesville VA 22903,545 RAY C HUNT,Charlottesville,VA,22903,38.02493,-78.525039,"(38.02493, -78.525039)",510030112021002
11552,101967,2021-00002566,545 RAY C HUNT 1ST Charlottesville VA 22903,545 RAY C HUNT 1ST,Charlottesville,VA,22903,38.02493,-78.525039,"(38.02493, -78.525039)",510030112021002
11553,20509,2017-00010435,1700 RUGBY Charlottesville VA 22903,1700 RUGBY,Charlottesville,VA,22903,38.045849,-78.490999,"(38.045849, -78.490999)",515400002011005
11554,20512,2017-00010436,156 CARLTON 101 Charlottesville VA 22902,156 CARLTON 101,Charlottesville,VA,22902,38.024701,-78.468542,"(38.024701, -78.468542)",515400003021040
11555,20528,2017-00010442,61 LAMBETH COMMONS 6 Charlottesville VA 22903,61 LAMBETH COMMONS 6,Charlottesville,VA,22903,38.04179,-78.503882,"(38.04179, -78.503882)",510030109032000
11556,20531,2017-00010451,1505 University Ave Charlottesville VA 22903,1505 University Ave,Charlottesville,VA,22903,38.035175,-78.500281,"(38.035175, -78.500281)",515400002023011
11557,25617,2018-00000851,1505 University Charlottesville VA 22903,1505 University,Charlottesville,VA,22903,38.035175,-78.500281,"(38.035175, -78.500281)",515400002023011
11558,67366,2019-00009098,1205 UNIVERSITY Charlottesville VA 22903,1205 UNIVERSITY,Charlottesville,VA,22903,38.035175,-78.500281,"(38.035175, -78.500281)",515400002023011
11559,92239,2020-00008542,1505 0 Charlottesville VA 22903,1505 0,Charlottesville,VA,22903,38.035175,-78.500281,"(38.035175, -78.500281)",515400002023011
11560,105016,2021-00003848,1513 University Ave Charlottesville VA 22903,1513 University Ave,Charlottesville,VA,22903,38.035175,-78.500281,"(38.035175, -78.500281)",515400002023011
11561,20534,2017-00010452,903 WEST Charlottesville VA 22903,903 WEST,Charlottesville,VA,22903,38.036577,-78.490413,"(38.036577, -78.490413)",515400002021013
11562,29423,2018-00002938,903 WEST Charlottesville VA 22903,903 WEST,Charlottesville,VA,22903,38.036577,-78.490413,"(38.036577, -78.490413)",515400002021013
11563,45321,2018-00010835,903 West WEST Charlottesville VA 22903,903 West WEST,Charlottesville,VA,22903,38.036577,-78.490413,"(38.036577, -78.490413)",515400002021013
11564,105191,2021-00003944,903 West WEST Charlottesville VA 22903,903 West WEST,Charlottesville,VA,22903,38.036577,-78.490413,"(38.036577, -78.490413)",515400002021013
11565,20537,2017-00010454,133 CHANCELLOR Charlottesville VA 22903,133 CHANCELLOR,Charlottesville,VA,22903,38.037814,-78.501061,"(38.037814, -78.501061)",515400002023013
11566,49407,2019-00000585,133 CHANCELLOR Charlottesville VA 22903,133 CHANCELLOR,Charlottesville,VA,22903,38.037814,-78.501061,"(38.037814, -78.501061)",515400002023013
11567,97222,2021-00000493,133 CHANCELLOR Charlottesville VA 22903,133 CHANCELLOR,Charlottesville,VA,22903,38.037814,-78.501061,"(38.037814, -78.501061)",515400002023013
11568,20544,2017-00010456,107 Danbury Court Charlottesville VA 22902,107 Danbury Court,Charlottesville,VA,22902,38.018455,-78.471005,"(38.018455, -78.471005)",515400004023006
11569,36530,2018-00006658,111 DANBURY Charlottesville VA 22902,111 DANBURY,Charlottesville,VA,22902,38.018455,-78.471005,"(38.018455, -78.471005)",515400004023006
11570,41714,2018-00009133,111 DANBURY Charlottesville VA 22902,111 DANBURY,Charlottesville,VA,22902,38.018455,-78.471005,"(38.018455, -78.471005)",515400004023006
11571,20548,2017-00010461,214 Douglas Charlottesville VA 22902,214 Douglas,Charlottesville,VA,22902,38.025873,-78.474058,"(38.025873, -78.474058)",515400004021000
11572,20551,2017-00010464,145 MCCORMICK Charlottesville VA 22903,145 MCCORMICK,Charlottesville,VA,22903,38.03638,-78.504368,"(38.03638, -78.504368)",510030109032007
11573,34927,2018-00005865,145 MCCORMICK Charlottesville VA 22903,145 MCCORMICK,Charlottesville,VA,22903,38.03638,-78.504368,"(38.03638, -78.504368)",510030109032007
11574,37281,2018-00006993,145 MCCORMICK Charlottesville VA 22903,145 MCCORMICK,Charlottesville,VA,22903,38.03638,-78.504368,"(38.03638, -78.504368)",510030109032007
11575,65408,2019-00008155,145 MCCORMICK Charlottesville VA 22903,145 MCCORMICK,Charlottesville,VA,22903,38.03638,-78.504368,"(38.03638, -78.504368)",510030109032007
11576,66799,2019-00008833,145 MCCORMICK Charlottesville VA 22903,145 MCCORMICK,Charlottesville,VA,22903,38.03638,-78.504368,"(38.03638, -78.504368)",510030109032007
11577,20567,2017-00010477,1129 PRESTON 11A Charlottesville VA 22903,1129 PRESTON 11A,Charlottesville,VA,22903,38.043594,-78.49299,"(38.043594, -78.49299)",515400002013006
11578,38067,2018-00007371,1129 PRESTON 9A Charlottesville VA 22903,1129 PRESTON 9A,Charlottesville,VA,22903,38.043594,-78.49299,"(38.043594, -78.49299)",515400002013006
11579,76549,2020-00001259,1129 PRESTON 2C Charlottesville VA 22903,1129 PRESTON 2C,Charlottesville,VA,22903,38.043594,-78.49299,"(38.043594, -78.49299)",515400002013006
11580,20570,2017-00010479,1400 Monticello 32 Charlottesville VA 22902,1400 Monticello 32,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11581,24896,2018-00000464,1400 MONTICELLO 23 Charlottesville VA 22902,1400 MONTICELLO 23,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11582,27522,2018-00001918,1400 MONTICELLO 31 Charlottesville VA 22902,1400 MONTICELLO 31,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11583,36436,2018-00006603,1400 MONTICELLO 32 Charlottesville VA 22902,1400 MONTICELLO 32,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11584,40487,2018-00008590,1400 MONTICELLO 31 Charlottesville VA 22902,1400 MONTICELLO 31,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11585,52894,2019-00002186,1400 MONTICELLO 32 Charlottesville VA 22902,1400 MONTICELLO 32,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11586,55377,2019-00003414,1400 MONTICELLO 23 Charlottesville VA 22902,1400 MONTICELLO 23,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11587,61948,2019-00006483,1400 MONTICELLO 31 Charlottesville VA 22902,1400 MONTICELLO 31,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11588,75437,2020-00000655,1400 MONTICELLO 23 Charlottesville VA 22902,1400 MONTICELLO 23,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11589,84778,2020-00005048,1400 MONTICELLO 31 Charlottesville VA 22902,1400 MONTICELLO 31,Charlottesville,VA,22902,38.019682,-78.472851,"(38.019682, -78.472851)",515400004023006
11590,20587,2017-00010485,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11591,41382,2018-00009009,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11592,46710,2018-00011495,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11593,46850,2018-00011554,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11594,53005,2019-00002249,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11595,59257,2019-00005279,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11596,85622,2020-00005489,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11597,88960,2020-00007004,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11598,92764,2020-00008792,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11599,96196,2020-00010359,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11600,105069,2021-00003875,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)",515400002022001
11601,20592,2017-00010486,Ivy Charlottesville VA 22903,Ivy,Charlottesville,VA,22903,38.050036,-78.527202,"(38.050036, -78.527202)",510030110002006
11602,20596,2017-00010494,1404 MOORES B Charlottesville VA 22902,1404 MOORES B,Charlottesville,VA,22902,38.032642,-78.464494,"(38.032642, -78.464494)",515400003021017
11603,27588,2018-00001957,1404 MOORES A Charlottesville VA 22902,1404 MOORES A,Charlottesville,VA,22902,38.032642,-78.464494,"(38.032642, -78.464494)",515400003021017
11604,32154,2018-00004477,1404 MOORES A Charlottesville VA 22902,1404 MOORES A,Charlottesville,VA,22902,38.032642,-78.464494,"(38.032642, -78.464494)",515400003021017
11605,46557,2018-00011435,1404 MOORES A Charlottesville VA 22902,1404 MOORES A,Charlottesville,VA,22902,38.032642,-78.464494,"(38.032642, -78.464494)",515400003021017
11606,53411,2019-00002444,1404 MOORES A Charlottesville VA 22902,1404 MOORES A,Charlottesville,VA,22902,38.032642,-78.464494,"(38.032642, -78.464494)",515400003021017
11607,69258,2019-00009905,1404 MOORES A Charlottesville VA 22902,1404 MOORES A,Charlottesville,VA,22902,38.032642,-78.464494,"(38.032642, -78.464494)",515400003021017
11608,20603,2017-00010497,1164 FARROW Charlottesville VA 22901,1164 FARROW,Charlottesville,VA,22901,38.073979,-78.454372,"(38.073979, -78.454372)",510030106021002
11609,20609,2017-00010513,1526 OXFORD Charlottesville VA 22903,1526 OXFORD,Charlottesville,VA,22903,38.047134,-78.485795,"(38.047134, -78.485795)",515400007001023
11610,20645,2017-00010533,300 9TH ST Southwest Charlottesville VA 22903,300 9TH ST Southwest,Charlottesville,VA,22903,38.030029,-78.494714,"(38.030029, -78.494714)",515400005011005
11611,41836,2018-00009190,300 9TH Southwest Charlottesville VA 22903,300 9TH Southwest,Charlottesville,VA,22903,38.030029,-78.494714,"(38.030029, -78.494714)",515400005011005
11612,44486,2018-00010457,300 9TH Southwest 203 Charlottesville VA 22903,300 9TH Southwest 203,Charlottesville,VA,22903,38.030029,-78.494714,"(38.030029, -78.494714)",515400005011005
11613,20647,2017-00010534,500 CRESTWOOD 1000 Charlottesville VA 22903,500 CRESTWOOD 1000,Charlottesville,VA,22903,38.05113,-78.518257,"(38.05113, -78.518257)",510030109011004
11614,20663,2017-00010537,1920 SWANSON 5 Charlottesville VA 22901,1920 SWANSON 5,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11615,26379,2018-00001267,1920 SWANSON 3 Charlottesville VA 22901,1920 SWANSON 3,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11616,26943,2018-00001551,1920 SWANSON 5 City of Charlottesville VA 22901,1920 SWANSON 5 City of,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11617,40570,2018-00008618,1920 SWANSON 11 Charlottesville VA 22901,1920 SWANSON 11,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11618,76931,2020-00001410,1920 SWANSON 11 Charlottesville VA 22901,1920 SWANSON 11,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11619,82773,2020-00004073,1920 SWANSON 10 Charlottesville VA 22901,1920 SWANSON 10,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11620,82777,2020-00004074,1920 SWANSON 10 Charlottesville VA 22901,1920 SWANSON 10,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11621,90744,2020-00007815,1920 SWANSON 7 Charlottesville VA 22901,1920 SWANSON 7,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
11622,95428,2020-00010029,1920 SWANSON 5 Charlottesville VA 22901,1920 SWANSON 5,Charlottesville,VA,22901,38.063226,-78.49331,"(38.063226, -78.49331)",515400008004014
